dataset_index	problem_index	ProductionRequirements	MachineSetting
D2	2	"D_16,I_9,B_10,C_13,L_9,J_15,H_10,E_18,A_10,F_9"	"DARES01_C_DA1,DARES02_D_DA1,DARES03_D_DA3,DARES04_E_DA2,DARES05_E_DA4,DARES06_F_DA3,DARES07_F_DA3,DARES08_F_DA3,DARES09_I_DA2,DARES10_L_DA1,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_C_WB1,WBRES04_C_WB2,WBRES05_C_WB2,WBRES06_C_WB2,WBRES07_D_WB3,WBRES08_D_WB3,WBRES09_D_WB3,WBRES10_E_WB1,WBRES11_E_WB1,WBRES12_E_WB2,WBRES13_F_WB2,WBRES14_F_WB2,WBRES15_F_WB3,WBRES16_H_WB3,WBRES17_H_WB3,WBRES18_I_WB2,WBRES19_I_WB2,WBRES20_J_WB1,WBRES21_J_WB2,WBRES22_L_WB1,WBRES23_L_WB2,WBRES24_L_WB3,WBRES25_L_WB5"
D2	3	"D_16,I_9,B_10,C_16,L_9,J_14,H_10,E_19,A_10,F_9"	"DARES01_A_DA1,DARES02_D_DA1,DARES03_D_DA1,DARES04_D_DA2,DARES05_H_DA2,DARES06_H_DA2,DARES07_I_DA2,DARES08_J_DA2,DARES09_J_DA2,DARES10_L_DA4,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_B_WB1,WBRES04_C_WB2,WBRES05_C_WB2,WBRES06_D_WB1,WBRES07_D_WB1,WBRES08_D_WB2,WBRES09_D_WB3,WBRES10_D_WB3,WBRES11_D_WB3,WBRES12_E_WB1,WBRES13_E_WB3,WBRES14_E_WB3,WBRES15_E_WB3,WBRES16_E_WB4,WBRES17_E_WB4,WBRES18_F_WB2,WBRES19_J_WB1,WBRES20_J_WB2,WBRES21_L_WB3,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB4,WBRES25_L_WB5"
D2	4	"D_13,I_9,B_10,C_14,L_10,J_14,H_10,E_18,A_9,F_9"	"DARES01_B_DA1,DARES02_C_DA1,DARES03_D_DA1,DARES04_D_DA2,DARES05_E_DA2,DARES06_E_DA3,DARES07_F_DA1,DARES08_H_DA3,DARES09_I_DA2,DARES10_I_DA2,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_C_WB1,WBRES04_C_WB1,WBRES05_C_WB1,WBRES06_C_WB1,WBRES07_C_WB2,WBRES08_C_WB2,WBRES09_D_WB1,WBRES10_E_WB2,WBRES11_E_WB2,WBRES12_E_WB2,WBRES13_E_WB4,WBRES14_J_WB1,WBRES15_J_WB1,WBRES16_J_WB2,WBRES17_L_WB1,WBRES18_L_WB1,WBRES19_L_WB1,WBRES20_L_WB2,WBRES21_L_WB2,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB5,WBRES25_L_WB5"
D2	5	"D_15,I_9,B_10,C_14,L_9,J_14,H_9,E_19,A_10,F_10"	"DARES01_B_DA1,DARES02_D_DA2,DARES03_D_DA3,DARES04_E_DA2,DARES05_F_DA2,DARES06_F_DA3,DARES07_I_DA2,DARES08_L_DA1,DARES09_L_DA3,DARES10_L_DA3,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_C_WB2,WBRES04_D_WB1,WBRES05_D_WB2,WBRES06_D_WB2,WBRES07_D_WB3,WBRES08_D_WB3,WBRES09_E_WB4,WBRES10_E_WB4,WBRES11_E_WB4,WBRES12_E_WB4,WBRES13_F_WB2,WBRES14_F_WB2,WBRES15_F_WB3,WBRES16_H_WB3,WBRES17_H_WB3,WBRES18_I_WB2,WBRES19_L_WB1,WBRES20_L_WB1,WBRES21_L_WB1,WBRES22_L_WB2,WBRES23_L_WB4,WBRES24_L_WB5,WBRES25_L_WB5"
D2	6	"D_14,I_9,B_9,C_15,L_10,J_13,H_10,E_21,A_10,F_9"	"DARES01_C_DA1,DARES02_C_DA2,DARES03_C_DA2,DARES04_E_DA3,DARES05_F_DA2,DARES06_F_DA3,DARES07_F_DA3,DARES08_H_DA1,DARES09_H_DA3,DARES10_H_DA3,WBRES01_B_WB1,WBRES02_B_WB1,WBRES03_C_WB1,WBRES04_D_WB1,WBRES05_D_WB1,WBRES06_D_WB2,WBRES07_D_WB3,WBRES08_D_WB3,WBRES09_E_WB1,WBRES10_E_WB2,WBRES11_E_WB3,WBRES12_E_WB4,WBRES13_E_WB4,WBRES14_F_WB2,WBRES15_F_WB3,WBRES16_H_WB3,WBRES17_I_WB2,WBRES18_I_WB2,WBRES19_L_WB2,WBRES20_L_WB2,WBRES21_L_WB3,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB5,WBRES25_L_WB5"
D2	7	"D_16,I_9,B_10,C_13,L_9,J_14,H_10,E_18,A_10,F_10"	"DARES01_B_DA1,DARES02_C_DA1,DARES03_C_DA2,DARES04_E_DA3,DARES05_F_DA3,DARES06_H_DA3,DARES07_I_DA2,DARES08_I_DA2,DARES09_J_DA1,DARES10_J_DA1,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_C_WB1,WBRES04_C_WB1,WBRES05_C_WB2,WBRES06_C_WB2,WBRES07_D_WB1,WBRES08_D_WB3,WBRES09_E_WB1,WBRES10_E_WB2,WBRES11_E_WB4,WBRES12_E_WB4,WBRES13_E_WB4,WBRES14_F_WB2,WBRES15_F_WB3,WBRES16_I_WB2,WBRES17_I_WB2,WBRES18_J_WB1,WBRES19_L_WB1,WBRES20_L_WB1,WBRES21_L_WB1,WBRES22_L_WB1,WBRES23_L_WB2,WBRES24_L_WB3,WBRES25_L_WB3"
D2	8	"D_14,I_9,B_10,C_14,L_9,J_16,H_9,E_21,A_10,F_10"	"DARES01_E_DA1,DARES02_E_DA3,DARES03_E_DA4,DARES04_F_DA1,DARES05_F_DA2,DARES06_F_DA2,DARES07_H_DA3,DARES08_J_DA1,DARES09_L_DA5,DARES10_L_DA5,WBRES01_D_WB2,WBRES02_D_WB3,WBRES03_E_WB3,WBRES04_E_WB3,WBRES05_F_WB2,WBRES06_F_WB2,WBRES07_F_WB3,WBRES08_H_WB3,WBRES09_H_WB3,WBRES10_I_WB2,WBRES11_J_WB1,WBRES12_J_WB1,WBRES13_J_WB1,WBRES14_J_WB1,WBRES15_J_WB2,WBRES16_J_WB2,WBRES17_J_WB2,WBRES18_L_WB1,WBRES19_L_WB1,WBRES20_L_WB2,WBRES21_L_WB3,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB5,WBRES25_L_WB5"
D2	9	"D_16,I_9,B_10,C_15,L_9,J_15,H_9,E_21,A_10,F_9"	"DARES01_C_DA1,DARES02_C_DA1,DARES03_D_DA2,DARES04_D_DA3,DARES05_E_DA1,DARES06_E_DA2,DARES07_E_DA3,DARES08_I_DA2,DARES09_J_DA2,DARES10_L_DA4,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_C_WB2,WBRES04_D_WB1,WBRES05_D_WB1,WBRES06_D_WB3,WBRES07_D_WB3,WBRES08_D_WB3,WBRES09_E_WB1,WBRES10_E_WB1,WBRES11_E_WB2,WBRES12_E_WB3,WBRES13_E_WB4,WBRES14_F_WB2,WBRES15_F_WB2,WBRES16_F_WB3,WBRES17_H_WB3,WBRES18_I_WB2,WBRES19_I_WB2,WBRES20_J_WB1,WBRES21_J_WB2,WBRES22_L_WB2,WBRES23_L_WB2,WBRES24_L_WB4,WBRES25_L_WB5"
D2	10	"D_16,I_9,B_9,C_14,L_9,J_15,H_9,E_20,A_10,F_9"	"DARES01_B_DA1,DARES02_D_DA3,DARES03_F_DA1,DARES04_F_DA2,DARES05_F_DA3,DARES06_H_DA1,DARES07_I_DA1,DARES08_I_DA2,DARES09_J_DA1,DARES10_L_DA4,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_C_WB1,WBRES05_D_WB1,WBRES06_D_WB3,WBRES07_E_WB1,WBRES08_E_WB2,WBRES09_E_WB2,WBRES10_E_WB3,WBRES11_E_WB4,WBRES12_F_WB2,WBRES13_F_WB3,WBRES14_H_WB3,WBRES15_H_WB3,WBRES16_H_WB3,WBRES17_I_WB2,WBRES18_J_WB1,WBRES19_L_WB2,WBRES20_L_WB3,WBRES21_L_WB3,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB4,WBRES25_L_WB5"
D2	11	"D_16,I_9,B_9,C_16,L_9,J_15,H_9,E_20,A_9,F_10"	"DARES01_C_DA1,DARES02_C_DA1,DARES03_C_DA2,DARES04_E_DA4,DARES05_F_DA2,DARES06_I_DA2,DARES07_L_DA3,DARES08_L_DA3,DARES09_L_DA4,DARES10_L_DA4,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_C_WB2,WBRES04_D_WB3,WBRES05_D_WB3,WBRES06_D_WB3,WBRES07_D_WB3,WBRES08_E_WB1,WBRES09_E_WB2,WBRES10_E_WB2,WBRES11_E_WB3,WBRES12_E_WB3,WBRES13_E_WB3,WBRES14_F_WB2,WBRES15_F_WB3,WBRES16_F_WB3,WBRES17_H_WB3,WBRES18_I_WB2,WBRES19_J_WB1,WBRES20_J_WB1,WBRES21_J_WB2,WBRES22_L_WB1,WBRES23_L_WB2,WBRES24_L_WB2,WBRES25_L_WB3"
D2	12	"D_14,I_9,B_9,C_13,L_10,J_13,H_10,E_19,A_9,F_9"	"DARES01_B_DA1,DARES02_C_DA1,DARES03_C_DA2,DARES04_C_DA2,DARES05_D_DA3,DARES06_E_DA4,DARES07_F_DA1,DARES08_F_DA2,DARES09_F_DA3,DARES10_J_DA1,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_C_WB1,WBRES04_C_WB2,WBRES05_D_WB1,WBRES06_D_WB2,WBRES07_E_WB1,WBRES08_E_WB1,WBRES09_E_WB3,WBRES10_E_WB4,WBRES11_E_WB4,WBRES12_F_WB2,WBRES13_F_WB3,WBRES14_F_WB3,WBRES15_F_WB3,WBRES16_H_WB3,WBRES17_I_WB2,WBRES18_J_WB1,WBRES19_J_WB2,WBRES20_L_WB1,WBRES21_L_WB2,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB4,WBRES25_L_WB5"
D2	13	"D_15,I_9,B_10,C_14,L_9,J_14,H_9,E_20,A_9,F_10"	"DARES01_E_DA2,DARES02_E_DA3,DARES03_E_DA4,DARES04_F_DA2,DARES05_I_DA1,DARES06_I_DA1,DARES07_L_DA1,DARES08_L_DA3,DARES09_L_DA4,DARES10_L_DA5,WBRES01_A_WB1,WBRES02_C_WB1,WBRES03_C_WB1,WBRES04_C_WB2,WBRES05_D_WB3,WBRES06_D_WB3,WBRES07_D_WB3,WBRES08_E_WB2,WBRES09_E_WB3,WBRES10_E_WB3,WBRES11_E_WB3,WBRES12_F_WB2,WBRES13_F_WB2,WBRES14_H_WB3,WBRES15_H_WB3,WBRES16_I_WB2,WBRES17_J_WB1,WBRES18_J_WB1,WBRES19_L_WB1,WBRES20_L_WB1,WBRES21_L_WB2,WBRES22_L_WB2,WBRES23_L_WB2,WBRES24_L_WB3,WBRES25_L_WB4"
D2	14	"D_14,I_10,B_9,C_15,L_9,J_15,H_9,E_18,A_10,F_9"	"DARES01_C_DA1,DARES02_C_DA1,DARES03_D_DA2,DARES04_D_DA3,DARES05_F_DA1,DARES06_H_DA1,DARES07_I_DA2,DARES08_J_DA1,DARES09_L_DA3,DARES10_L_DA3,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_B_WB1,WBRES04_C_WB1,WBRES05_C_WB2,WBRES06_C_WB2,WBRES07_C_WB2,WBRES08_D_WB1,WBRES09_D_WB1,WBRES10_E_WB2,WBRES11_E_WB2,WBRES12_E_WB2,WBRES13_F_WB2,WBRES14_F_WB3,WBRES15_H_WB3,WBRES16_I_WB2,WBRES17_J_WB1,WBRES18_J_WB1,WBRES19_J_WB2,WBRES20_L_WB2,WBRES21_L_WB4,WBRES22_L_WB4,WBRES23_L_WB5,WBRES24_L_WB5,WBRES25_L_WB5"
D2	15	"D_16,I_10,B_9,C_16,L_10,J_14,H_10,E_20,A_10,F_9"	"DARES01_C_DA2,DARES02_D_DA1,DARES03_E_DA1,DARES04_E_DA1,DARES05_E_DA1,DARES06_E_DA1,DARES07_E_DA2,DARES08_I_DA2,DARES09_I_DA2,DARES10_J_DA2,WBRES01_B_WB1,WBRES02_C_WB1,WBRES03_C_WB1,WBRES04_C_WB2,WBRES05_C_WB2,WBRES06_C_WB2,WBRES07_D_WB2,WBRES08_D_WB2,WBRES09_D_WB2,WBRES10_D_WB3,WBRES11_D_WB3,WBRES12_E_WB1,WBRES13_E_WB1,WBRES14_E_WB2,WBRES15_E_WB3,WBRES16_E_WB4,WBRES17_E_WB4,WBRES18_F_WB3,WBRES19_F_WB3,WBRES20_H_WB3,WBRES21_J_WB1,WBRES22_J_WB2,WBRES23_L_WB2,WBRES24_L_WB4,WBRES25_L_WB5"
D2	16	"D_16,I_9,B_10,C_14,L_9,J_14,H_10,E_18,A_9,F_10"	"DARES01_A_DA1,DARES02_B_DA1,DARES03_D_DA1,DARES04_D_DA3,DARES05_F_DA3,DARES06_L_DA1,DARES07_L_DA3,DARES08_L_DA3,DARES09_L_DA4,DARES10_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_B_WB1,WBRES04_B_WB1,WBRES05_C_WB1,WBRES06_C_WB1,WBRES07_C_WB2,WBRES08_C_WB2,WBRES09_D_WB1,WBRES10_D_WB1,WBRES11_D_WB1,WBRES12_D_WB2,WBRES13_E_WB1,WBRES14_E_WB1,WBRES15_E_WB3,WBRES16_E_WB4,WBRES17_F_WB3,WBRES18_F_WB3,WBRES19_H_WB3,WBRES20_J_WB2,WBRES21_L_WB1,WBRES22_L_WB2,WBRES23_L_WB3,WBRES24_L_WB4,WBRES25_L_WB5"
D2	17	"D_14,I_10,B_9,C_16,L_9,J_15,H_10,E_18,A_9,F_9"	"DARES01_C_DA1,DARES02_C_DA2,DARES03_D_DA1,DARES04_D_DA3,DARES05_E_DA2,DARES06_E_DA3,DARES07_F_DA3,DARES08_H_DA2,DARES09_J_DA2,DARES10_L_DA5,WBRES01_A_WB1,WBRES02_C_WB1,WBRES03_C_WB2,WBRES04_C_WB2,WBRES05_D_WB1,WBRES06_D_WB3,WBRES07_E_WB1,WBRES08_E_WB1,WBRES09_E_WB2,WBRES10_E_WB3,WBRES11_E_WB3,WBRES12_E_WB4,WBRES13_F_WB2,WBRES14_H_WB3,WBRES15_H_WB3,WBRES16_I_WB2,WBRES17_J_WB1,WBRES18_J_WB1,WBRES19_J_WB2,WBRES20_J_WB2,WBRES21_L_WB2,WBRES22_L_WB2,WBRES23_L_WB3,WBRES24_L_WB4,WBRES25_L_WB5"
D2	18	"D_15,I_9,B_9,C_14,L_9,J_14,H_9,E_21,A_9,F_10"	"DARES01_A_DA1,DARES02_B_DA1,DARES03_C_DA1,DARES04_C_DA2,DARES05_D_DA1,DARES06_E_DA2,DARES07_F_DA1,DARES08_F_DA3,DARES09_I_DA2,DARES10_J_DA1,WBRES01_B_WB1,WBRES02_B_WB1,WBRES03_C_WB2,WBRES04_C_WB2,WBRES05_D_WB1,WBRES06_D_WB2,WBRES07_D_WB2,WBRES08_D_WB2,WBRES09_D_WB3,WBRES10_E_WB2,WBRES11_E_WB2,WBRES12_E_WB3,WBRES13_F_WB2,WBRES14_F_WB3,WBRES15_H_WB3,WBRES16_I_WB2,WBRES17_I_WB2,WBRES18_J_WB1,WBRES19_J_WB1,WBRES20_J_WB2,WBRES21_J_WB2,WBRES22_L_WB2,WBRES23_L_WB3,WBRES24_L_WB4,WBRES25_L_WB5"
D2	19	"D_15,I_10,B_10,C_14,L_10,J_14,H_9,E_19,A_9,F_9"	"DARES01_A_DA1,DARES02_A_DA1,DARES03_B_DA1,DARES04_C_DA1,DARES05_E_DA2,DARES06_F_DA1,DARES07_H_DA2,DARES08_L_DA1,DARES09_L_DA1,DARES10_L_DA5,WBRES01_A_WB1,WBRES02_C_WB1,WBRES03_C_WB1,WBRES04_D_WB1,WBRES05_D_WB1,WBRES06_D_WB1,WBRES07_D_WB2,WBRES08_D_WB2,WBRES09_D_WB3,WBRES10_E_WB2,WBRES11_E_WB3,WBRES12_E_WB4,WBRES13_F_WB2,WBRES14_F_WB2,WBRES15_F_WB3,WBRES16_H_WB3,WBRES17_I_WB2,WBRES18_J_WB1,WBRES19_J_WB2,WBRES20_L_WB2,WBRES21_L_WB3,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB4,WBRES25_L_WB5"
D2	20	"D_14,I_10,B_9,C_13,L_9,J_13,H_9,E_21,A_9,F_10"	"DARES01_D_DA2,DARES02_E_DA1,DARES03_F_DA1,DARES04_F_DA2,DARES05_F_DA2,DARES06_F_DA3,DARES07_H_DA1,DARES08_H_DA2,DARES09_H_DA3,DARES10_I_DA2,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_B_WB1,WBRES04_C_WB1,WBRES05_C_WB1,WBRES06_C_WB2,WBRES07_D_WB2,WBRES08_D_WB3,WBRES09_D_WB3,WBRES10_E_WB1,WBRES11_E_WB2,WBRES12_E_WB2,WBRES13_E_WB2,WBRES14_E_WB2,WBRES15_E_WB3,WBRES16_F_WB3,WBRES17_H_WB3,WBRES18_H_WB3,WBRES19_I_WB2,WBRES20_I_WB2,WBRES21_J_WB1,WBRES22_J_WB1,WBRES23_L_WB1,WBRES24_L_WB1,WBRES25_L_WB2"
D2	21	"D_16,I_9,B_9,C_14,L_10,J_13,H_10,E_21,A_9,F_10"	"DARES01_C_DA1,DARES02_D_DA2,DARES03_D_DA3,DARES04_E_DA1,DARES05_E_DA3,DARES06_E_DA3,DARES07_H_DA3,DARES08_I_DA2,DARES09_J_DA1,DARES10_J_DA2,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_C_WB1,WBRES04_C_WB1,WBRES05_C_WB1,WBRES06_C_WB2,WBRES07_C_WB2,WBRES08_D_WB1,WBRES09_D_WB1,WBRES10_D_WB2,WBRES11_D_WB3,WBRES12_E_WB2,WBRES13_E_WB3,WBRES14_E_WB3,WBRES15_E_WB4,WBRES16_F_WB3,WBRES17_F_WB3,WBRES18_H_WB3,WBRES19_I_WB2,WBRES20_J_WB1,WBRES21_J_WB2,WBRES22_J_WB2,WBRES23_L_WB1,WBRES24_L_WB3,WBRES25_L_WB5"
D2	22	"D_16,I_9,B_9,C_13,L_9,J_13,H_10,E_20,A_10,F_10"	"DARES01_A_DA1,DARES02_A_DA1,DARES03_C_DA2,DARES04_D_DA2,DARES05_F_DA3,DARES06_F_DA3,DARES07_H_DA3,DARES08_H_DA3,DARES09_L_DA1,DARES10_L_DA3,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_B_WB1,WBRES04_C_WB1,WBRES05_C_WB2,WBRES06_C_WB2,WBRES07_D_WB1,WBRES08_D_WB3,WBRES09_E_WB1,WBRES10_E_WB2,WBRES11_E_WB2,WBRES12_E_WB4,WBRES13_E_WB4,WBRES14_F_WB3,WBRES15_H_WB3,WBRES16_I_WB2,WBRES17_I_WB2,WBRES18_I_WB2,WBRES19_I_WB2,WBRES20_J_WB2,WBRES21_L_WB2,WBRES22_L_WB3,WBRES23_L_WB4,WBRES24_L_WB4,WBRES25_L_WB5"
D2	23	"D_14,I_9,B_10,C_14,L_9,J_13,H_10,E_21,A_9,F_9"	"DARES01_D_DA2,DARES02_E_DA4,DARES03_F_DA1,DARES04_F_DA3,DARES05_F_DA3,DARES06_H_DA3,DARES07_H_DA3,DARES08_I_DA2,DARES09_J_DA2,DARES10_L_DA5,WBRES01_B_WB1,WBRES02_C_WB1,WBRES03_D_WB1,WBRES04_D_WB2,WBRES05_D_WB3,WBRES06_E_WB1,WBRES07_E_WB1,WBRES08_E_WB1,WBRES09_E_WB2,WBRES10_E_WB2,WBRES11_E_WB3,WBRES12_E_WB4,WBRES13_F_WB2,WBRES14_F_WB3,WBRES15_F_WB3,WBRES16_I_WB2,WBRES17_I_WB2,WBRES18_I_WB2,WBRES19_J_WB1,WBRES20_J_WB2,WBRES21_L_WB1,WBRES22_L_WB1,WBRES23_L_WB2,WBRES24_L_WB3,WBRES25_L_WB4"
D2	24	"D_13,I_10,B_10,C_14,L_10,J_15,H_10,E_19,A_9,F_9"	"DARES01_B_DA1,DARES02_B_DA1,DARES03_B_DA1,DARES04_D_DA3,DARES05_E_DA3,DARES06_E_DA4,DARES07_F_DA1,DARES08_I_DA2,DARES09_J_DA1,DARES10_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_B_WB1,WBRES04_C_WB1,WBRES05_C_WB1,WBRES06_C_WB2,WBRES07_C_WB2,WBRES08_C_WB2,WBRES09_D_WB1,WBRES10_D_WB2,WBRES11_D_WB2,WBRES12_D_WB3,WBRES13_E_WB2,WBRES14_E_WB2,WBRES15_E_WB3,WBRES16_F_WB2,WBRES17_H_WB3,WBRES18_J_WB1,WBRES19_J_WB1,WBRES20_J_WB1,WBRES21_J_WB2,WBRES22_J_WB2,WBRES23_L_WB1,WBRES24_L_WB1,WBRES25_L_WB3"
D2	25	"D_13,I_10,B_10,C_16,L_10,J_14,H_9,E_21,A_10,F_10"	"DARES01_A_DA1,DARES02_D_DA3,DARES03_E_DA4,DARES04_E_DA4,DARES05_H_DA1,DARES06_I_DA1,DARES07_J_DA1,DARES08_L_DA1,DARES09_L_DA4,DARES10_L_DA4,WBRES01_A_WB1,WBRES02_B_WB1,WBRES03_C_WB2,WBRES04_D_WB1,WBRES05_D_WB2,WBRES06_E_WB1,WBRES07_E_WB2,WBRES08_E_WB3,WBRES09_E_WB3,WBRES10_E_WB3,WBRES11_E_WB4,WBRES12_F_WB2,WBRES13_F_WB2,WBRES14_F_WB3,WBRES15_F_WB3,WBRES16_H_WB3,WBRES17_I_WB2,WBRES18_J_WB2,WBRES19_L_WB1,WBRES20_L_WB2,WBRES21_L_WB2,WBRES22_L_WB3,WBRES23_L_WB3,WBRES24_L_WB4,WBRES25_L_WB5"
D2	26	"D_14,I_10,B_10,C_14,L_9,J_16,H_9,E_19,A_9,F_9"	"DARES01_D_DA1,DARES02_E_DA1,DARES03_E_DA4,DARES04_F_DA1,DARES05_H_DA2,DARES06_H_DA2,DARES07_I_DA2,DARES08_L_DA1,DARES09_L_DA3,DARES10_L_DA3,WBRES01_B_WB1,WBRES02_C_WB1,WBRES03_D_WB1,WBRES04_D_WB2,WBRES05_D_WB2,WBRES06_D_WB3,WBRES07_D_WB3,WBRES08_E_WB1,WBRES09_E_WB3,WBRES10_E_WB3,WBRES11_E_WB4,WBRES12_E_WB4,WBRES13_F_WB2,WBRES14_F_WB3,WBRES15_F_WB3,WBRES16_H_WB3,WBRES17_H_WB3,WBRES18_J_WB1,WBRES19_L_WB1,WBRES20_L_WB2,WBRES21_L_WB2,WBRES22_L_WB3,WBRES23_L_WB3,WBRES24_L_WB3,WBRES25_L_WB5"
D2	27	"D_14,I_9,B_10,C_14,L_10,J_14,H_10,E_20,A_10,F_10"	"DARES01_E_DA2,DARES02_E_DA2,DARES03_E_DA3,DARES04_E_DA3,DARES05_F_DA3,DARES06_H_DA1,DARES07_H_DA2,DARES08_I_DA1,DARES09_J_DA1,DARES10_L_DA1,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_B_WB1,WBRES04_C_WB1,WBRES05_C_WB1,WBRES06_C_WB2,WBRES07_C_WB2,WBRES08_D_WB2,WBRES09_D_WB3,WBRES10_E_WB2,WBRES11_E_WB2,WBRES12_E_WB3,WBRES13_E_WB3,WBRES14_F_WB2,WBRES15_H_WB3,WBRES16_I_WB2,WBRES17_J_WB1,WBRES18_J_WB2,WBRES19_J_WB2,WBRES20_L_WB2,WBRES21_L_WB3,WBRES22_L_WB4,WBRES23_L_WB4,WBRES24_L_WB5,WBRES25_L_WB5"
D2	28	"D_15,I_10,B_10,C_15,L_9,J_13,H_10,E_19,A_10,F_10"	"DARES01_C_DA2,DARES02_D_DA1,DARES03_E_DA1,DARES04_H_DA1,DARES05_H_DA1,DARES06_H_DA3,DARES07_I_DA1,DARES08_I_DA2,DARES09_J_DA1,DARES10_L_DA4,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_C_WB1,WBRES05_D_WB1,WBRES06_D_WB2,WBRES07_D_WB2,WBRES08_D_WB2,WBRES09_D_WB3,WBRES10_E_WB2,WBRES11_E_WB3,WBRES12_E_WB4,WBRES13_F_WB2,WBRES14_H_WB3,WBRES15_I_WB2,WBRES16_I_WB2,WBRES17_I_WB2,WBRES18_J_WB1,WBRES19_J_WB2,WBRES20_L_WB1,WBRES21_L_WB3,WBRES22_L_WB3,WBRES23_L_WB3,WBRES24_L_WB4,WBRES25_L_WB5"
D2	29	"D_14,I_10,B_9,C_16,L_10,J_15,H_9,E_18,A_10,F_9"	"DARES01_B_DA1,DARES02_C_DA1,DARES03_D_DA1,DARES04_D_DA3,DARES05_D_DA3,DARES06_E_DA2,DARES07_E_DA4,DARES08_F_DA1,DARES09_J_DA1,DARES10_L_DA4,WBRES01_A_WB1,WBRES02_C_WB1,WBRES03_C_WB2,WBRES04_D_WB1,WBRES05_D_WB2,WBRES06_E_WB2,WBRES07_E_WB3,WBRES08_E_WB4,WBRES09_E_WB4,WBRES10_E_WB4,WBRES11_F_WB2,WBRES12_F_WB2,WBRES13_F_WB3,WBRES14_F_WB3,WBRES15_H_WB3,WBRES16_H_WB3,WBRES17_H_WB3,WBRES18_H_WB3,WBRES19_J_WB1,WBRES20_J_WB1,WBRES21_L_WB2,WBRES22_L_WB3,WBRES23_L_WB3,WBRES24_L_WB4,WBRES25_L_WB4"
D2	30	"D_15,I_10,B_9,C_16,L_9,J_14,H_9,E_21,A_9,F_9"	"DARES01_A_DA1,DARES02_A_DA1,DARES03_B_DA1,DARES04_D_DA2,DARES05_E_DA1,DARES06_E_DA3,DARES07_I_DA1,DARES08_I_DA1,DARES09_I_DA2,DARES10_L_DA3,WBRES01_C_WB2,WBRES02_C_WB2,WBRES03_C_WB2,WBRES04_D_WB2,WBRES05_D_WB2,WBRES06_D_WB2,WBRES07_D_WB3,WBRES08_D_WB3,WBRES09_E_WB1,WBRES10_E_WB1,WBRES11_E_WB2,WBRES12_E_WB2,WBRES13_E_WB2,WBRES14_E_WB4,WBRES15_E_WB4,WBRES16_F_WB2,WBRES17_F_WB3,WBRES18_F_WB3,WBRES19_H_WB3,WBRES20_J_WB1,WBRES21_J_WB2,WBRES22_J_WB2,WBRES23_J_WB2,WBRES24_L_WB1,WBRES25_L_WB3"
D3	1	"J_10,B_5,C_10,F_10,K_10,H_15,A_10,G_10,D_10,I_5,E_10,L_5"	"DARES01_B_DA1,DARES02_C_DA2,DARES03_D_DA2,DARES04_E_DA3,DARES05_F_DA2,DARES06_G_DA3,DARES07_H_DA1,DARES08_K_DA2,DARES09_K_DA3,DARES10_L_DA1,WBRES01_C_WB1,WBRES02_C_WB1,WBRES03_C_WB1,WBRES04_C_WB2,WBRES05_C_WB2,WBRES06_D_WB1,WBRES07_D_WB2,WBRES08_E_WB1,WBRES09_E_WB3,WBRES10_F_WB3,WBRES11_G_WB3,WBRES12_G_WB3,WBRES13_G_WB4,WBRES14_G_WB4,WBRES15_H_WB3,WBRES16_J_WB2,WBRES17_J_WB2,WBRES18_K_WB2,WBRES19_K_WB3,WBRES20_K_WB4,WBRES21_K_WB4,WBRES22_K_WB4,WBRES23_L_WB2,WBRES24_L_WB3,WBRES25_L_WB4"
